"","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","RISK_Adjustment","TARGET_Adjusted"
"8313774",27,"Private","HSgrad","Married","Blue_Collar",55006.81,"Male",0,50,0,0
"8314305",51,"Private","College","Married","White_Collar",115990.3,"Female",0,10,0,1
"8314903",30,"Private","HSgrad","Absent","Service",37955.86,"Male",0,40,0,0
"8315948",44,"Consultant","HSgrad","Married","White_Collar",16006.97,"Male",1977,45,5222,1
"8317579",47,"Consultant","Bachelor","Married","Service",55972.04,"Male",0,40,0,0
"8318092",19,"Private","College","Absent","Service",134671.12,"Female",0,35,0,0
"8321288",31,"Private","HSgrad","Divorced","Professional",48582.26,"Female",0,40,0,0
"8323032",51,"Private","HSgrad","Married","Blue_Collar",174275.99,"Female",0,40,0,0
"8324743",38,"Private","College","Married","Blue_Collar",26562.14,"Male",0,40,0,0
"8325108",57,"SelfEmp_Other","Bachelor","Married","Other_Unknown",48118.23,"Male",0,80,862,1
"8333893",28,"Private","College","Married","Blue_Collar",17654.51,"Male",0,60,10873,1
"8336066",18,"Private","College","Absent","Blue_Collar",171712.27,"Male",0,30,0,0
"8339919",21,"Private","College","Absent","Blue_Collar",328613.91,"Male",0,40,0,0
"8343688",29,"Private","College","Absent","Blue_Collar",36235.39,"Male",0,45,0,0
"8348603",27,"Private","HSgrad","Absent","Blue_Collar",97778.54,"Male",0,40,0,0
"8352499",44,"Private","HSgrad","Divorced","Service",99107.21,"Male",0,50,2226,1
"8353600",74,"Consultant","Bachelor","Married","White_Collar",28421.93,"Male",0,10,0,0
"8364419",81,"SelfEmp_Other","HSgrad","Divorced","Other_Unknown",46306.58,"Female",0,35,0,0
"8373715",42,"Private","College","Married","Service",255829.6,"Female",0,30,0,0
"8384491",71,"Government","College","Married","Service",30615.09,"Male",0,28,0,0
"8389223",25,"Government","Bachelor","Absent","Service",140931.66,"Female",0,40,0,0
"8394164",57,"Government","HSgrad","Married","White_Collar",42016.25,"Male",0,40,-199,1
"8400906",69,"SelfEmp_Other","HSgrad","Married","Other_Unknown",35555.2,"Male",0,60,12704,1
"8400999",66,"Private","College","Married","Service",24719.18,"Male",0,28,0,0
"8403547",52,"Private","Pre_HS","Married","Blue_Collar",21917.9,"Male",0,40,0,0
"8403735",48,"Private","College","Divorced","White_Collar",177468.71,"Female",0,40,0,0
"8404676",40,"Private","College","Absent","Service",61930.88,"Male",0,40,0,0
"8406414",22,"Private","College","Absent","Blue_Collar",115747.3,"Male",0,44,0,0
"8408662",29,"Private","College","Absent","Professional",83661,"Female",0,40,8614,1
"8415896",51,"Private","Bachelor","Married","Service",73559.69,"Male",0,50,7688,1
"8421755",38,"Private","HSgrad","Unmarried","Service",248069.91,"Female",0,10,0,0
"8426368",26,"Private","Pre_HS","Absent","White_Collar",29335.26,"Female",0,40,0,0
"8426774",23,"Private","HSgrad","Married","Service",35654.11,"Male",0,45,0,0
"8428521",27,"Private","Bachelor","Married","Service",42056.01,"Male",0,25,0,0
"8429135",67,"SelfEmp_Other","HSgrad","Married","White_Collar",46082.74,"Male",0,40,0,1
"8430910",22,"Private","Pre_HS","Married","Service",33721.18,"Male",0,40,0,0
"8431638",59,"SelfEmp_Other","College","Married","White_Collar",18173.6,"Male",0,60,15024,1
"8437953",35,"Private","College","Married","Service",32143.1,"Male",0,40,0,0
"8439128",28,"Private","Bachelor","Married","Service",26201.5,"Male",0,40,0,0
"8441043",54,"Private","Pre_HS","Married","Blue_Collar",30844.18,"Male",0,40,0,0
"8443516",18,"Private","Pre_HS","Absent","Service",114950.17,"Male",0,20,0,0
"8444792",31,"Private","College","Married","Blue_Collar",43796.16,"Male",0,40,3102,1
"8445724",45,"SelfEmp_Other","HSgrad","Married","White_Collar",30706.26,"Male",0,55,15024,1
"8447194",27,"Private","College","Divorced","White_Collar",291269.15,"Female",0,40,0,0
"8448544",49,"Private","College","Divorced","Service",175877.19,"Female",0,40,0,0
"8454327",53,"Private","HSgrad","Married","Service",33204.38,"Male",0,40,10750,1
"8456007",38,"Government","College","Divorced","White_Collar",178189.6,"Female",0,40,0,0
"8461691",54,"Government","College","Absent","Professional",120586.35,"Female",0,40,0,0
"8465909",20,"SelfEmp_Other","College","Absent","Other_Unknown",118821.36,"Male",0,10,0,0
"8484570",36,"Government","College","Married","Blue_Collar",27526.46,"Male",0,50,0,0
"8485032",29,"Private","College","Absent","Service",69967.33,"Male",0,45,0,0
"8490978",57,"SelfEmp_Other","Pre_HS","Married","Other_Unknown",38222.19,"Male",0,84,7298,1
"8491145",33,"Consultant","College","Married","White_Collar",32405.19,"Male",0,45,0,0
"8504378",38,"Private","HSgrad","Absent","Service",141697.29,"Female",0,30,0,0
"8508526",79,"Private","Bachelor","Married","Service",1598.95,"Male",0,40,0,0
"8510462",58,"Private","HSgrad","Widowed","White_Collar",234352.59,"Female",0,40,0,0
"8511676",18,"Private","Pre_HS","Absent","Service",112531.32,"Female",0,20,0,0
"8511774",50,"Private","College","Divorced","Blue_Collar",87361.2,"Male",0,45,0,0
"8517950",24,"Private","HSgrad","Absent","Blue_Collar",175354.11,"Male",0,50,0,0
"8523736",29,"Private","Bachelor","Absent","Professional",62808.8,"Male",0,40,0,0
"8540704",17,"Private","Pre_HS","Absent","Blue_Collar",117629.97,"Male",0,10,0,0
"8542627",31,"Consultant","HSgrad","Divorced","Service",32864.65,"Male",0,35,0,0
"8545629",39,"Private","College","Divorced","Service",57036.86,"Female",0,35,0,0
"8554333",24,"Private","HSgrad","Absent","Service",125044.05,"Male",1147.333333,30,0,0
"8554502",54,"Government","College","Widowed","White_Collar",179420.65,"Female",0,40,0,0
"8560872",30,"Private","College","Absent","Professional",125119.54,"Female",0,40,0,0
"8565699",22,"Private","HSgrad","Absent","Service",207989.32,"Female",0,40,0,0
"8567642",30,"Private","HSgrad","Absent","Other_Unknown",105205.97,"Female",0,40,0,0
"8574539",76,"Government","Bachelor","Widowed","Professional",90883.96,"Female",0,15,0,0
"8582563",57,"Government","Bachelor","Divorced","White_Collar",85398.16,"Male",0,40,0,0
"8583651",46,"Government","Bachelor","Married","Professional",26199.46,"Male",0,37,0,0
"8587374",31,"Government","College","Married","White_Collar",15281.6,"Male",0,35,0,0
"8592395",22,"Private","College","Absent","Service",82437.34,"Female",0,17,0,0
"8593134",44,"Private","HSgrad","Married","Service",17465.61,"Male",0,40,0,0
"8593421",25,"Private","HSgrad","Absent","White_Collar",184734.6,"Female",0,40,0,0
"8594225",24,"Private","HSgrad","Divorced","Service",225317.12,"Female",0,40,0,0
"8594796",49,"Consultant","College","Divorced","White_Collar",65953.27,"Male",0,25,0,0
"8605137",58,"Private","HSgrad","Married","White_Collar",76211.05,"Male",0,45,2502,1
"8605732",17,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",90852.67,"Female",0,30,0,0
"8610619",53,"Private","College","Married","Service",37398.27,"Male",0,45,7298,1
"8614525",19,"Consultant","HSgrad","Absent","Service",57730.91,"Male",0,53,0,0
"8617905",23,"Private","HSgrad","Married","Service",20959.54,"Male",0,60,0,0
"8623146",37,"SelfEmp_Other","College","Married","Other_Unknown",211846.51,"Female",0,40,0,0
"8626790",58,"Private","Pre_HS","Married","Blue_Collar",21525.26,"Male",0,40,0,0
"8627037",41,"SelfEmp_Other","HSgrad","Married","Service",31556.98,"Male",0,62,0,0
"8632793",36,"Private","College","Married","Blue_Collar",46578.97,"Male",0,40,0,0
"8640495",18,"Government","College","Absent","Service",135003.08,"Female",0,32,0,0
"8641837",23,"Private","College","Absent","Service",148944.25,"Female",0,20,0,0
"8651679",28,"Private","Bachelor","Absent","Professional",100415.86,"Female",0,60,8603,1
"8660235",59,"Private","Bachelor","Married","Blue_Collar",42148.58,"Male",0,4,0,0
"8661084",55,"Government","Bachelor","Married","White_Collar",38521.57,"Male",0,50,0,0
"8664030",31,"Government","Bachelor","Absent","Professional",98650.65,"Female",0,40,0,0
"8665194",28,"Private","HSgrad","Married","Blue_Collar",31235.77,"Female",0,40,0,0
"8671037",32,"Private","Bachelor","Married","White_Collar",46009.41,"Male",0,60,4099,1
"8679648",45,"Private","College","Divorced","White_Collar",200130.22,"Female",0,45,0,0
"8686839",40,"Private","HSgrad","Divorced","Service",275897.1,"Male",0,45,0,0
"8689599",37,"Private","College","Married","Blue_Collar",35282.57,"Male",0,50,0,1
"8694210",27,"Private","College","Married","Service",23895.35,"Male",0,40,0,0
"8695492",23,"Private","College","Absent","Service",25190.43,"Male",0,60,0,0
"8703746",31,"Private","HSgrad","Married","Blue_Collar",35669.1,"Male",0,40,0,0
"8706438",37,"Private","College","Absent","White_Collar",62859.11,"Female",0,40,0,0
"8721322",23,"Government","HSgrad","Absent","Service",220099.64,"Male",0,40,0,0
"8725411",32,"Private","Bachelor","Absent","White_Collar",217570.86,"Female",0,40,0,0
"8728502",21,"Private","HSgrad","Absent","White_Collar",102106.03,"Male",0,40,0,0
"8730625",46,"Government","HSgrad","Divorced","White_Collar",10067.38,"Male",0,40,0,0
"8732307",55,"Government","Pre_HS","Absent","Service",97502.95,"Female",0,40,0,0
"8733813",44,"Private","College","Divorced","White_Collar",92595.95,"Female",0,50,0,0
"8735659",35,"Consultant","HSgrad","Divorced","Blue_Collar",171957.58,"Male",0,15,0,0
"8738103",57,"Government","HSgrad","Absent","White_Collar",3666.87,"Male",1505.333333,40,0,0
"8741452",58,"SelfEmp_Other","Pre_HS","Married","Other_Unknown",9294.49,"Male",0,24,0,0
"8747513",64,"SelfEmp_Other","HSgrad","Married","White_Collar",122906.29,"Female",0,40,20051,1
"8749774",52,"Private","Bachelor","Divorced","Professional",56251.18,"Female",0,60,0,0
"8751802",36,"Private","College","Divorced","White_Collar",110263.49,"Male",0,45,0,0
"8752461",39,"Private","HSgrad","Married","Service",168753.79,"Female",0,36,0,0
"8752512",18,"Private","College","Absent","White_Collar",177348.64,"Male",0,30,0,0
"8753378",24,"Government","Bachelor","Absent","Professional",79484.82,"Female",0,40,0,0
"8759657",30,"Private","HSgrad","Married","Blue_Collar",38139.25,"Male",0,40,0,0
"8761470",40,"Private","College","Married","Blue_Collar",26579.19,"Male",0,52,0,0
"8764551",35,"Government","College","Divorced","White_Collar",215224.82,"Female",0,40,0,0
"8769201",44,"Private","College","Married","Service",22373.02,"Male",0,55,0,0
"8778709",32,"Government","Bachelor","Married","White_Collar",25724.06,"Male",0,40,0,0
"8778723",50,"Private","College","Married","Blue_Collar",31436.62,"Male",0,40,0,0
"8779157",51,"Consultant","College","Divorced","White_Collar",257253.9,"Female",0,99,0,0
"8786914",36,"Private","Pre_HS","Married","Service",45375.02,"Male",0,47,0,0
"8796387",34,"Private","College","Married","Service",28083.21,"Male",0,40,0,0
"8796598",61,"Private","HSgrad","Absent","White_Collar",74508.93,"Female",0,40,0,0
"8797408",65,"Private","Pre_HS","Divorced","Blue_Collar",100886.51,"Female",0,28,0,0
"8802740",30,"Private","College","Unmarried","Service",205539.85,"Female",0,40,0,0
"8810146",29,"Private","Bachelor","Absent","White_Collar",84409.78,"Female",0,55,0,0
"8816453",37,"Private","College","Married","Service",8856.16,"Male",0,45,5120,1
"8819153",38,"Private","HSgrad","Absent","White_Collar",187366.22,"Female",0,40,0,0
"8819820",54,"Private","College","Married","Blue_Collar",31677.52,"Male",0,40,0,0
"8829793",43,"Private","Bachelor","Absent","Professional",26205.4,"Female",0,40,0,1
"8834030",43,"Consultant","HSgrad","Married","Blue_Collar",41590.24,"Male",0,60,0,0
"8837579",46,"SelfEmp_Other","HSgrad","Divorced","Other_Unknown",64482.04,"Female",0,15,0,0
"8841359",44,"Private","Bachelor","Divorced","Professional",143817,"Male",0,40,0,0
"8848288",21,"Private","College","Absent","Service",138764.04,"Female",0,40,0,0
"8866502",68,"Private","Bachelor","Married","Professional",52533.94,"Male",0,18,0,0
"8869018",27,"Private","HSgrad","Absent","Service",67822.94,"Female",0,15,0,0
"8873045",25,"Private","College","Married","Service",76402.88,"Male",0,50,0,0
"8873595",59,"Private","College","Unmarried","White_Collar",170528.46,"Male",0,40,0,0
"8877656",32,"Private","Bachelor","Married","Professional",40586.22,"Male",0,60,16992,1
"8881957",52,"Private","Bachelor","Married","Professional",47326.44,"Male",0,40,8415,1
"8882786",65,"SelfEmp_Other","HSgrad","Married","Other_Unknown",55353.77,"Male",0,45,0,0
"8884080",20,"SelfEmp_Other","College","Absent","Other_Unknown",103534.35,"Female",0,25,0,0
"8884847",50,"Private","HSgrad","Married","Blue_Collar",35494.55,"Male",0,40,0,0
"8887871",65,"Consultant","College","Married","White_Collar",53584.82,"Male",0,40,0,0
"8888592",29,"Private","College","Married","Professional",19685.38,"Male",0,50,0,1
"8898129",36,"Private","College","Married","Blue_Collar",30224.06,"Male",0,60,5664,1
"8898859",41,"Government","Bachelor","Divorced","Professional",180178.97,"Female",0,35,0,0
"8909335",25,"Private","College","Married","White_Collar",206963.41,"Female",0,40,3103,1
"8921467",53,"Private","College","Married","White_Collar",34588.34,"Male",0,99,0,0
"8928627",33,"Private","College","Married","Blue_Collar",31790.75,"Male",0,50,4229,1
"8929115",51,"Private","College","Married","White_Collar",20839.23,"Male",0,45,0,0
"8932725",40,"Private","College","Divorced","Service",54892.68,"Female",0,32,0,0
"8933851",18,"Private","Pre_HS","Absent","Blue_Collar",194452.97,"Male",0,20,0,0
"8935177",33,"SelfEmp_Other","College","Married","Blue_Collar",26155.21,"Male",0,60,0,0
"8938717",41,"Private","HSgrad","Unmarried","White_Collar",121944.1,"Female",0,40,0,0
"8939272",22,"Private","HSgrad","Absent","Professional",55761.59,"Female",0,20,0,0
"8942277",57,"Government","College","Divorced","White_Collar",122962.35,"Male",0,55,7023,1
"8955265",22,"Private","College","Absent","White_Collar",96491.51,"Female",0,40,0,0
"8960146",32,"Private","HSgrad","Absent","Blue_Collar",111634.75,"Female",0,40,0,0
"8960193",56,"Private","College","Widowed","White_Collar",39069.69,"Male",0,60,0,0
"8961167",29,"Private","Bachelor","Absent","White_Collar",74954.41,"Female",0,45,0,0
"8963479",68,"Consultant","College","Married","Service",48124.25,"Male",0,30,0,0
"8964400",48,"Private","HSgrad","Widowed","Blue_Collar",76466.64,"Female",0,48,0,0
"8965429",32,"SelfEmp_Other","Bachelor","Married","Other_Unknown",89508.17,"Female",0,20,10494,1
"8970554",51,"Government","Pre_HS","Married","Service",31754.77,"Male",0,40,0,0
"8972540",33,"Private","Pre_HS","Married","White_Collar",33042.03,"Male",0,45,0,0
"8974452",61,"Government","Bachelor","Married","Professional",30331.18,"Male",0,42,0,0
"8975120",31,"Private","Bachelor","Married","Blue_Collar",23874.25,"Male",0,50,0,0
"8983264",37,"Private","Pre_HS","Divorced","White_Collar",66208.15,"Male",0,50,0,0
"8989289",24,"Government","HSgrad","Absent","White_Collar",83677.12,"Female",0,40,0,0
"8989799",25,"Government","College","Absent","White_Collar",71379.99,"Female",0,40,0,0
"8992124",28,"Private","College","Absent","Professional",96723.42,"Male",0,55,6634,1
"8993986",29,"Government","HSgrad","Absent","Service",99433.23,"Male",0,48,0,0
"9012618",37,"Government","College","Married","Professional",240000.62,"Female",0,40,99999,1
"9014829",39,"Private","HSgrad","Absent","White_Collar",234458.87,"Female",0,40,0,0
"9017565",57,"SelfEmp_Other","HSgrad","Unmarried","Blue_Collar",78487.59,"Male",0,60,4904,1
"9019764",54,"Private","HSgrad","Married","Blue_Collar",52853.51,"Male",1902,40,0,1
"9022004",29,"Private","HSgrad","Married","Service",23718.47,"Male",0,50,0,0
"9024460",59,"SelfEmp_Other","College","Divorced","Other_Unknown",32594.61,"Male",0,8,0,0
"9026309",20,"Private","HSgrad","Married","Service",20873.96,"Male",0,20,0,0
"9033325",42,"Private","HSgrad","Unmarried","Blue_Collar",118691.41,"Male",0,40,0,0
"9045409",48,"Private","Bachelor","Married","White_Collar",45432.97,"Male",0,50,1202,1
"9067502",45,"Private","HSgrad","Divorced","Service",233344.97,"Male",0,40,0,0
"9074213",20,"Private","College","Absent","Blue_Collar",228650,"Male",0,20,0,0
"9077768",55,"Private","HSgrad","Divorced","Professional",274368.49,"Female",0,40,0,0
"9091196",33,"Private","Pre_HS","Absent","Service",142528.17,"Male",0,20,0,0
"9095709",29,"Private","HSgrad","Married","Blue_Collar",43062.27,"Male",0,40,4006,1
"9098926",37,"Private","College","Married","Blue_Collar",44271.1,"Male",0,40,0,1
"9122533",68,"SelfEmp_Other","Pre_HS","Divorced","Other_Unknown",55370.84,"Female",0,20,0,0
"9126219",38,"Private","College","Divorced","Blue_Collar",66808.94,"Male",1160.666667,40,0,0
"9127765",61,"Private","Pre_HS","Widowed","Service",78161.84,"Female",0,21,0,0
"9128235",31,"Private","Pre_HS","Absent","Blue_Collar",209072.7,"Male",0,50,0,0
"9132853",24,"Private","Bachelor","Absent","White_Collar",114400.18,"Female",0,40,0,0
"9137391",31,"SelfEmp_Other","Bachelor","Married","White_Collar",13353.45,"Male",0,50,9358,1
"9144458",17,"Private","Pre_HS","Absent","Service",142371.67,"Female",0,15,0,0
"9151219",68,"Private","Bachelor","Divorced","Professional",25748.68,"Female",0,40,0,0
"9158086",34,"Private","HSgrad","Married","Service",20632.31,"Male",0,50,0,0
"9159682",46,"Private","College","Unmarried","Service",61254.08,"Male",0,42,0,0
"9161420",38,"Private","HSgrad","Married","Service",33483.98,"Male",0,55,6024,1
"9172493",51,"SelfEmp_Other","College","Unmarried","Service",50492.45,"Female",0,40,0,0
"9176992",60,"Consultant","HSgrad","Absent","Blue_Collar",154705.59,"Male",0,42,0,0
"9182323",49,"Private","College","Married","Service",51847.25,"Male",0,17,0,0
"9191139",47,"Consultant","Bachelor","Married","Professional",49069.97,"Male",0,60,0,0
"9199367",25,"SelfEmp_Other","Bachelor","Married","Other_Unknown",19814.07,"Male",0,40,0,0
"9209071",53,"Private","Bachelor","Divorced","Professional",104338.96,"Male",0,55,14344,1
"9211248",40,"Private","College","Married","White_Collar",30194.57,"Male",1848,55,2943,1
"9212916",26,"Government","Bachelor","Absent","Service",69007.71,"Male",0,40,0,0
"9213352",32,"Private","College","Absent","Professional",74859.57,"Male",0,40,0,0
"9216019",55,"Consultant","HSgrad","Married","Blue_Collar",33803.72,"Male",0,50,0,0
"9223095",22,"Private","College","Absent","White_Collar",124753.78,"Male",0,40,0,0
"9227421",44,"Private","Bachelor","Married","White_Collar",11814.61,"Male",0,35,0,1
"9238220",59,"Private","College","Married","Service",43930.77,"Male",0,40,11476,1
"9241631",50,"Consultant","HSgrad","Married","Blue_Collar",55799.59,"Male",0,50,99999,1
"9259774",39,"Private","HSgrad","Married","Service",25320.87,"Male",0,38,0,0
"9261453",20,"Private","HSgrad","Absent","Blue_Collar",140040.31,"Male",0,28,0,0
"9261812",41,"Government","Bachelor","Absent","Professional",110633.95,"Female",0,70,0,0
"9267087",24,"Private","College","Absent","White_Collar",150730.43,"Male",0,20,0,0
"9270975",39,"Private","College","Divorced","Blue_Collar",94188.68,"Male",0,40,0,0
"9271368",21,"Private","HSgrad","Married","Professional",79611.59,"Male",0,40,4381,1
"9272274",17,"Private","Pre_HS","Absent","Service",233991.23,"Female",0,13,0,0
"9276827",38,"Private","HSgrad","Married","Service",26171.75,"Male",0,45,0,0
"9280215",29,"Private","Bachelor","Absent","Service",28958.24,"Male",0,48,0,0
"9285336",34,"Private","HSgrad","Absent","White_Collar",43357.42,"Female",0,36,0,0
"9303456",62,"Private","Bachelor","Married","White_Collar",34262.01,"Male",0,40,8185,1
"9304968",33,"Private","Bachelor","Married","Service",87725.56,"Female",0,45,2787,1
"9319732",22,"Private","College","Absent","White_Collar",38259.45,"Male",0,40,0,0
"9324773",35,"Private","College","Married","Professional",31952.02,"Male",1977,80,6261,1
"9332410",42,"Private","Pre_HS","Married","Service",46002.84,"Male",0,40,0,0
"9337192",42,"Private","Pre_HS","Married","Service",18918.36,"Male",0,40,0,0
"9339817",58,"Consultant","HSgrad","Married","Service",59042,"Male",0,55,7688,1
"9342925",22,"Private","Bachelor","Absent","White_Collar",60209.96,"Female",0,25,0,0
"9345464",60,"Government","College","Married","White_Collar",3014.74,"Male",0,60,2173,1
"9346314",27,"Private","College","Absent","Service",121520.87,"Male",0,24,0,0
"9351595",27,"Private","Pre_HS","Married","Blue_Collar",51515.54,"Male",0,40,0,0
"9351856",31,"Private","HSgrad","Absent","Service",103482.55,"Male",0,18,0,0
"9378534",34,"Private","Bachelor","Married","Professional",104566.67,"Female",0,35,0,0
"9383615",56,"Private","Pre_HS","Married","Blue_Collar",13057.35,"Male",0,48,0,0
"9392735",23,"Private","HSgrad","Unmarried","Blue_Collar",155890.97,"Female",0,48,0,0
"9394271",57,"SelfEmp_Other","HSgrad","Married","White_Collar",31747.82,"Male",0,40,0,0
"9400516",50,"Private","HSgrad","Married","Service",33440.91,"Male",0,40,0,0
"9407135",52,"Private","Bachelor","Married","Service",23160.66,"Male",0,50,0,0
"9409923",53,"Private","HSgrad","Divorced","White_Collar",48911.48,"Female",0,40,0,0
"9425169",21,"Private","College","Absent","Service",219075.39,"Female",0,32,0,0
"9428187",57,"Private","College","Widowed","White_Collar",42470.4,"Female",0,35,0,0
"9433986",49,"Private","HSgrad","Married","Blue_Collar",34724.16,"Male",0,45,0,1
"9437494",32,"Private","HSgrad","Married","Service",54605.61,"Male",0,40,0,0
"9445108",49,"Private","HSgrad","Married","Blue_Collar",170159.13,"Female",0,40,0,0
"9446884",38,"Private","Bachelor","Married","Professional",162800.09,"Female",0,40,7688,1
"9448268",60,"Private","College","Married","Service",19182.6,"Male",0,16,11687,1
"9449292",22,"Private","College","Married","Service",44370.01,"Male",0,55,0,0
"9454649",67,"SelfEmp_Other","College","Married","Service",47593.85,"Male",0,40,0,0
"9461429",26,"Private","College","Absent","White_Collar",88260.51,"Male",0,20,0,0
"9466933",17,"Government","Pre_HS","Absent","White_Collar",53034.17,"Female",1068,40,0,0
"9467450",67,"SelfEmp_Other","Bachelor","Married","Other_Unknown",35411.77,"Male",0,20,16187,1
"9470914",38,"Private","Bachelor","Married","White_Collar",12642.83,"Male",0,40,0,0
"9472845",30,"Private","Bachelor","Married","Professional",28248.62,"Male",0,40,0,1
"9489785",36,"Government","Bachelor","Married","Professional",50548.68,"Male",1114.666667,50,0,0
"9490694",22,"Private","HSgrad","Absent","Service",116599.3,"Male",0,80,0,0
"9492282",49,"Private","HSgrad","Divorced","White_Collar",63067.11,"Male",0,40,0,0
"9494321",49,"SelfEmp_Other","Bachelor","Married","Professional",37530.82,"Male",0,60,6799,1
"9496496",23,"Private","Pre_HS","Absent","Blue_Collar",134026.54,"Male",0,36,0,0
"9496704",28,"Government","HSgrad","Married","Blue_Collar",49018.21,"Male",0,40,0,0
"9498803",59,"Private","College","Married","White_Collar",119559.14,"Female",0,16,15000,1
"9499787",21,"Private","Bachelor","Absent","White_Collar",22041.96,"Male",0,40,0,0
"9500110",47,"Private","Pre_HS","Married","Service",55555.13,"Male",0,45,0,0
"9500271",64,"SelfEmp_Other","College","Married","Blue_Collar",47752.34,"Male",0,10,0,0
"9500292",25,"Private","Bachelor","Married","White_Collar",273503.75,"Female",0,40,0,0
"9517875",28,"Private","Bachelor","Married","Service",26988.92,"Male",0,45,7567,1
"9522097",57,"Consultant","College","Married","Service",40963.38,"Male",0,45,99999,1
"9526379",57,"Private","HSgrad","Absent","White_Collar",81300.04,"Female",0,40,0,0
"9527859",26,"Private","College","Absent","White_Collar",93156.39,"Female",0,45,0,0
"9532383",57,"Private","Pre_HS","Married","Blue_Collar",26617.09,"Male",0,40,0,0
"9534462",55,"Private","Bachelor","Married","Professional",11144.16,"Male",0,50,15024,1
"9538363",37,"Private","Pre_HS","Married","Service",11180.76,"Male",0,53,0,0
"9539174",44,"Government","College","Married","Blue_Collar",16851.35,"Male",0,40,0,0
"9540165",20,"Private","HSgrad","Absent","Service",156308,"Male",0,50,0,0
"9547082",23,"Private","College","Married","White_Collar",173514.26,"Female",0,25,0,0
"9547523",33,"Private","Bachelor","Married","White_Collar",26138.85,"Male",0,65,5672,1
"9558590",22,"Private","College","Absent","Service",183027.36,"Male",0,34,0,0
"9564927",26,"Private","Bachelor","Absent","White_Collar",33742.92,"Female",0,30,0,0
"9571397",27,"Private","HSgrad","Divorced","White_Collar",107597.36,"Male",0,38,0,0
"9573625",67,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",44937.22,"Female",0,35,0,0
"9577493",57,"Private","HSgrad","Married","White_Collar",41397.34,"Male",0,60,0,0
"9582473",27,"Government","Bachelor","Married","Service",57082.91,"Male",0,68,0,0
"9583272",56,"Private","HSgrad","Married","Blue_Collar",31904.07,"Male",0,40,0,0
"9588924",33,"Private","College","Married","White_Collar",40009.78,"Male",0,50,0,0
"9589254",42,"Private","Bachelor","Married","White_Collar",25532.39,"Male",0,45,7298,1
"9590451",21,"Private","HSgrad","Absent","Blue_Collar",92413.46,"Female",0,40,0,0
"9591727",31,"Consultant","College","Married","Blue_Collar",58473.08,"Male",0,40,0,0
"9598356",58,"Private","Bachelor","Divorced","Service",95109.38,"Male",0,50,0,0
"9600120",21,"Private","HSgrad","Absent","Blue_Collar",51781.5,"Female",0,30,0,0
"9604976",41,"Private","College","Married","Professional",29182.56,"Male",0,52,0,0
"9606028",28,"Consultant","Bachelor","Absent","Professional",101707.48,"Male",0,60,0,0
"9624294",29,"Private","HSgrad","Absent","Blue_Collar",154442.07,"Male",0,40,0,0
"9625954",21,"Private","College","Absent","Service",171878.03,"Female",0,60,0,0
"9631633",41,"Private","Bachelor","Unmarried","Service",199258.2,"Female",0,30,0,0
"9632153",26,"Private","HSgrad","Absent","White_Collar",105372.12,"Male",0,80,11397,1
"9634399",18,"SelfEmp_Other","College","Absent","Other_Unknown",180335.08,"Male",0,10,0,0
"9640016",54,"Private","Bachelor","Divorced","Service",94127.31,"Female",938.6666667,38,0,0
"9650442",31,"Private","HSgrad","Divorced","Blue_Collar",108894.89,"Male",1112.666667,50,0,0
"9653024",60,"Consultant","HSgrad","Married","Service",230440.99,"Female",0,25,0,0
"9653292",28,"Private","Bachelor","Unmarried","White_Collar",61076.04,"Female",0,50,0,1
"9660484",61,"Consultant","Pre_HS","Married","Blue_Collar",40922.79,"Male",0,20,0,0
"9660642",36,"Private","College","Married","Blue_Collar",49119.89,"Male",0,50,12467,1
"9661022",43,"Private","HSgrad","Married","White_Collar",25844.57,"Male",0,40,0,0
"9661220",51,"Consultant","HSgrad","Divorced","Service",111275.28,"Male",0,40,0,0
"9670418",33,"Private","Bachelor","Absent","White_Collar",63012.31,"Male",0,40,10050,1
"9673398",45,"Private","Bachelor","Married","White_Collar",33055.28,"Male",0,50,992,1
"9680231",28,"Private","College","Absent","Blue_Collar",91545.36,"Female",0,40,0,0
"9680364",55,"Private","Pre_HS","Married","Blue_Collar",33493.58,"Male",0,50,0,0
"9681070",31,"Private","College","Married","Blue_Collar",22651.21,"Male",0,40,0,0
"9688736",30,"Private","Bachelor","Absent","Professional",92236.39,"Male",0,45,0,0
"9700769",32,"Private","HSgrad","Absent","Service",126572.84,"Female",0,40,0,0
"9702416",43,"Private","College","Married","Service",59350.35,"Male",0,40,0,0
"9708861",37,"Private","Bachelor","Married","White_Collar",59792.76,"Male",0,40,15024,1
"9708939",17,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",195065.14,"Male",0,40,0,0
"9712693",60,"Private","HSgrad","Married","Service",12224.01,"Male",0,40,0,0
"9713366",40,"Private","College","Married","White_Collar",58086.76,"Male",0,55,4713,1
"9717671",53,"Consultant","HSgrad","Married","White_Collar",37678.12,"Male",0,45,0,1
"9721504",28,"Private","Bachelor","Married","Blue_Collar",37757.55,"Male",0,40,0,0
"9726352",41,"Private","Pre_HS","Divorced","Blue_Collar",77797.98,"Male",1060,40,0,0
